kp,error,v,w,x,y
1.50,7.10,0.29,0.28,0.60,-0.42,0.00,0.00
1.50,7.21,0.33,0.32,0.60,-0.48,0.00,0.00
1.50,7.35,0.38,0.36,0.60,-0.55,0.00,0.00
1.50,8.18,-0.60,-0.54,0.60,0.81,0.00,0.00
1.50,9.73,-3.01,-1.25,0.60,1.87,0.00,0.00
1.50,9.87,-3.31,-1.28,0.60,1.92,0.00,0.00
1.50,9.64,-2.98,-1.25,0.60,1.87,0.00,0.00
1.50,7.92,-0.35,-0.33,0.60,0.50,0.00,0.00
1.50,7.26,0.27,0.27,0.60,-0.40,0.00,0.00
1.50,7.18,0.21,0.21,0.60,-0.31,0.00,0.00
1.50,7.17,0.19,0.19,0.60,-0.29,0.00,0.00
1.50,7.21,0.22,0.21,0.60,-0.32,0.00,0.00
1.50,7.28,0.25,0.25,0.60,-0.37,0.00,0.00
1.50,7.37,0.29,0.28,0.60,-0.42,0.00,0.00
1.50,8.52,-1.37,-0.94,0.60,1.41,0.00,0.00
1.50,9.37,-2.83,-1.23,0.60,1.85,0.00,0.00
1.50,9.32,-2.81,-1.23,0.60,1.84,0.00,0.00
1.50,8.65,-1.64,-1.02,0.60,1.54,0.00,0.00
1.50,7.34,0.22,0.21,0.60,-0.32,0.00,0.00
1.50,7.23,0.11,0.11,0.60,-0.17,0.00,0.00
1.50,7.19,0.04,0.04,0.60,-0.06,0.00,0.00
1.50,7.19,0.01,0.01,0.60,-0.02,0.00,0.00
1.50,7.19,0.01,0.01,0.60,-0.02,0.00,0.00
1.50,7.19,0.02,0.02,0.60,-0.02,0.00,0.00
1.50,7.19,0.02,0.02,0.60,-0.03,0.00,0.00
1.50,7.19,0.02,0.02,0.60,-0.03,0.00,0.00
1.50,7.19,0.02,0.02,0.60,-0.04,0.00,0.00
1.50,7.19,0.03,0.03,0.60,-0.04,0.00,0.00
1.50,7.20,0.03,0.03,0.60,-0.05,0.00,0.00
1.50,7.20,0.04,0.04,0.60,-0.05,0.00,0.00
1.50,7.20,0.04,0.04,0.60,-0.06,0.00,0.00
1.50,7.21,0.05,0.05,0.60,-0.07,0.00,0.00
1.50,7.21,0.05,0.05,0.60,-0.08,0.00,0.00
1.50,7.22,0.06,0.06,0.60,-0.09,0.00,0.00
1.50,7.23,0.07,0.07,0.60,-0.10,0.00,0.00
1.50,7.24,0.08,0.08,0.60,-0.12,0.00,0.00
1.50,7.25,0.09,0.09,0.60,-0.14,0.00,0.00
1.50,7.27,0.11,0.11,0.60,-0.16,0.00,0.00
1.50,7.29,0.12,0.12,0.60,-0.18,0.00,0.00
1.50,7.31,0.14,0.14,0.60,-0.21,0.00,0.00
1.50,7.34,0.16,0.16,0.60,-0.24,0.00,0.00
1.50,7.38,0.18,0.18,0.60,-0.27,0.00,0.00
1.50,7.65,-0.13,-0.13,0.60,0.19,0.00,0.00
1.50,8.29,-1.12,-0.84,0.60,1.26,0.00,0.00
1.50,7.84,-0.41,-0.39,0.60,0.59,0.00,0.00
1.50,7.38,0.15,0.15,0.60,-0.22,0.00,0.00
1.50,7.34,0.09,0.09,0.60,-0.14,0.00,0.00
1.50,7.34,0.09,0.09,0.60,-0.13,0.00,0.00
1.50,7.36,0.10,0.10,0.60,-0.15,0.00,0.00
1.50,7.38,0.11,0.11,0.60,-0.17,0.00,0.00
1.50,7.40,0.13,0.13,0.60,-0.19,0.00,0.00
1.50,7.59,-0.10,-0.10,0.60,0.16,0.00,0.00
1.50,7.85,-0.48,-0.45,0.60,0.67,0.00,0.00
1.50,7.60,-0.14,-0.14,0.60,0.21,0.00,0.00
1.50,7.40,0.09,0.09,0.60,-0.13,0.00,0.00
1.50,7.39,0.07,0.07,0.60,-0.11,0.00,0.00
1.50,7.41,0.09,0.09,0.60,-0.13,0.00,0.00
1.50,7.69,-0.31,-0.30,0.60,0.46,0.00,0.00
1.50,7.93,-0.68,-0.60,0.60,0.90,0.00,0.00
1.50,7.41,0.06,0.06,0.60,-0.10,0.00,0.00
1.50,7.40,0.01,0.01,0.60,-0.01,0.00,0.00
1.50,7.40,-0.01,-0.01,0.60,0.02,0.00,0.00
1.50,7.39,-0.01,-0.01,0.60,0.02,0.00,0.00
1.50,7.39,-0.01,-0.01,0.60,0.02,0.00,0.00
1.50,7.39,-0.01,-0.01,0.60,0.02,0.00,0.00
1.50,7.39,-0.02,-0.02,0.60,0.02,0.00,0.00
1.50,7.39,-0.02,-0.02,0.60,0.03,0.00,0.00
1.50,10.04,-4.06,-1.33,0.60,1.99,0.00,0.00
1.50,10.24,-4.51,-1.35,0.60,2.03,0.00,0.00
1.50,10.23,-4.58,-1.36,0.60,2.03,0.00,0.00
1.50,10.24,-4.56,-1.36,0.60,2.03,0.00,0.00
1.50,10.33,-4.43,-1.35,0.60,2.02,0.00,0.00
1.50,10.34,-3.77,-1.31,0.60,1.97,0.00,0.00
1.50,9.08,-0.74,-0.64,0.60,0.96,0.00,0.00
1.50,10.49,-1.05,-0.81,0.60,1.21,0.00,0.00
1.50,10.00,-0.18,-0.18,0.60,0.26,0.00,0.00
1.50,9.35,0.58,0.52,0.60,-0.79,0.00,0.00
1.50,9.02,0.50,0.47,0.60,-0.70,0.00,0.00
1.50,8.91,0.46,0.43,0.60,-0.65,0.00,0.00
1.50,8.98,0.47,0.44,0.60,-0.66,0.00,0.00
1.50,9.22,0.54,0.49,0.60,-0.74,0.00,0.00
1.50,9.65,0.61,0.55,0.60,-0.83,0.00,0.00
1.50,11.47,-1.32,-0.92,0.60,1.38,0.00,0.00
1.50,10.45,-1.17,-0.86,0.60,1.30,0.00,0.00
1.50,11.64,-3.48,-1.29,0.60,1.94,0.00,0.00
1.50,11.97,-4.00,-1.33,0.60,1.99,0.00,0.00
1.50,13.78,-4.64,-1.36,0.60,2.04,0.00,0.00
1.50,11.58,-1.41,-0.95,0.60,1.43,0.00,0.00
1.50,9.57,0.52,0.48,0.60,-0.72,0.00,0.00
1.50,9.08,0.39,0.37,0.60,-0.56,0.00,0.00
1.50,8.84,0.29,0.28,0.60,-0.42,0.00,0.00
1.50,8.73,0.23,0.22,0.60,-0.34,0.00,0.00
1.50,8.72,0.21,0.21,0.60,-0.32,0.00,0.00
1.50,8.78,0.24,0.24,0.60,-0.35,0.00,0.00
1.50,8.88,0.28,0.27,0.60,-0.41,0.00,0.00
1.50,9.00,0.32,0.31,0.60,-0.47,0.00,0.00
1.50,9.15,0.37,0.36,0.60,-0.54,0.00,0.00
1.50,9.37,0.44,0.41,0.60,-0.62,0.00,0.00
1.50,9.83,-0.08,-0.08,0.60,0.12,0.00,0.00
1.50,14.00,-4.27,-1.34,0.60,2.01,0.00,0.00
1.50,21.53,-9.33,-1.46,0.60,2.20,0.00,0.00
1.50,13.34,-4.24,-1.34,0.60,2.01,0.00,0.00
1.50,9.81,-0.05,-0.05,0.60,0.08,0.00,0.00
1.50,9.32,0.37,0.35,0.60,-0.53,0.00,0.00
1.50,9.19,0.31,0.30,0.60,-0.45,0.00,0.00
1.50,9.19,0.30,0.29,0.60,-0.43,0.00,0.00
1.50,9.30,0.34,0.33,0.60,-0.49,0.00,0.00
1.50,9.48,0.39,0.37,0.60,-0.56,0.00,0.00
1.50,10.89,-3.09,-1.26,0.60,1.89,0.00,0.00
1.50,14.23,-5.73,-1.40,0.60,2.10,0.00,0.00
1.50,16.66,-7.45,-1.44,0.60,2.16,0.00,0.00
1.50,11.46,-4.11,-1.33,0.60,2.00,0.00,0.00
1.50,11.48,-4.42,-1.35,0.60,2.02,0.00,0.00
1.50,9.30,0.27,0.26,0.60,-0.39,0.00,0.00
1.50,9.09,0.14,0.14,0.60,-0.21,0.00,0.00
1.50,9.02,0.05,0.05,0.60,-0.07,0.00,0.00
1.50,9.01,-0.01,-0.01,0.60,0.01,0.00,0.00
1.50,9.02,-0.02,-0.02,0.60,0.04,0.00,0.00
1.50,9.01,-0.03,-0.03,0.60,0.04,0.00,0.00
1.50,9.01,-0.03,-0.03,0.60,0.05,0.00,0.00
1.50,9.01,-0.04,-0.04,0.60,0.05,0.00,0.00
1.50,9.01,-0.04,-0.04,0.60,0.06,0.00,0.00
1.50,9.01,-0.05,-0.05,0.60,0.07,0.00,0.00
1.50,9.01,-0.05,-0.05,0.60,0.08,0.00,0.00
1.50,9.01,-0.06,-0.06,0.60,0.09,0.00,0.00
1.50,9.01,-0.07,-0.07,0.60,0.11,0.00,0.00
1.50,9.02,-0.08,-0.08,0.60,0.12,0.00,0.00
1.50,9.02,-0.09,-0.09,0.60,0.14,0.00,0.00
1.50,9.02,-0.11,-0.11,0.60,0.16,0.00,0.00
1.50,9.03,-0.12,-0.12,0.60,0.18,0.00,0.00
1.50,9.05,-0.14,-0.14,0.60,0.21,0.00,0.00
1.50,9.06,-0.16,-0.16,0.60,0.24,0.00,0.00
1.50,9.09,-0.18,-0.18,0.60,0.27,0.00,0.00
1.50,9.12,-0.21,-0.21,0.60,0.31,0.00,0.00
1.50,9.17,-0.24,-0.24,0.60,0.36,0.00,0.00
1.50,9.24,-0.28,-0.27,0.60,0.41,0.00,0.00
1.50,9.33,-0.33,-0.31,0.60,0.47,0.00,0.00
1.50,9.46,-0.38,-0.36,0.60,0.54,0.00,0.00
1.50,9.63,-0.44,-0.41,0.60,0.62,0.00,0.00
1.50,9.53,-0.26,-0.26,0.60,0.39,0.00,0.00
1.50,8.80,0.32,0.31,0.60,-0.47,0.00,0.00
1.50,8.37,0.62,0.55,0.60,-0.83,0.00,0.00
1.50,8.72,0.37,0.36,0.60,-0.53,0.00,0.00
1.50,9.55,-0.31,-0.30,0.60,0.46,0.00,0.00
1.50,9.61,-0.48,-0.45,0.60,0.68,0.00,0.00
1.50,9.57,-0.48,-0.45,0.60,0.67,0.00,0.00
1.50,9.69,-0.51,-0.47,0.60,0.71,0.00,0.00
1.50,9.14,0.02,0.02,0.60,-0.03,0.00,0.00
1.50,8.17,0.73,0.63,0.60,-0.94,0.00,0.00
1.50,7.92,0.89,0.73,0.60,-1.09,0.00,0.00
1.50,8.38,0.58,0.53,0.60,-0.79,0.00,0.00
1.50,9.42,-0.26,-0.26,0.60,0.38,0.00,0.00
1.50,9.51,-0.53,-0.49,0.60,0.73,0.00,0.00
1.50,9.34,-0.49,-0.46,0.60,0.69,0.00,0.00
1.50,9.37,-0.51,-0.47,0.60,0.71,0.00,0.00
1.50,9.59,-0.58,-0.52,0.60,0.78,0.00,0.00
1.50,9.38,-0.24,-0.23,0.60,0.35,0.00,0.00
1.50,8.40,0.55,0.50,0.60,-0.76,0.00,0.00
1.50,8.06,0.77,0.65,0.60,-0.98,0.00,0.00
1.50,8.35,0.58,0.52,0.60,-0.79,0.00,0.00
1.50,9.26,-0.16,-0.16,0.60,0.24,0.00,0.00
1.50,9.59,-0.63,-0.56,0.60,0.85,0.00,0.00
1.50,9.38,-0.59,-0.54,0.60,0.80,0.00,0.00
1.50,9.41,-0.61,-0.55,0.60,0.82,0.00,0.00
1.50,9.66,-0.66,-0.58,0.60,0.88,0.00,0.00
1.50,9.07,-0.01,-0.01,0.60,0.01,0.00,0.00
1.50,7.99,0.78,0.66,0.60,-0.99,0.00,0.00
1.50,7.61,0.95,0.76,0.60,-1.14,0.00,0.00
1.50,7.72,0.91,0.74,0.60,-1.10,0.00,0.00
1.50,8.37,0.51,0.47,0.60,-0.71,0.00,0.00
1.50,9.44,-0.42,-0.40,0.60,0.59,0.00,0.00
1.50,9.50,-0.72,-0.62,0.60,0.93,0.00,0.00
1.50,9.32,-0.68,-0.60,0.60,0.90,0.00,0.00
1.50,9.41,-0.71,-0.62,0.60,0.93,0.00,0.00
1.50,9.64,-0.70,-0.61,0.60,0.91,0.00,0.00
1.50,8.83,0.14,0.14,0.60,-0.21,0.00,0.00
1.50,7.84,0.82,0.69,0.60,-1.03,0.00,0.00
1.50,7.57,0.81,0.68,0.60,-1.03,0.00,0.00
1.50,7.61,0.81,0.68,0.60,-1.02,0.00,0.00
1.50,8.02,0.71,0.61,0.60,-0.92,0.00,0.00
1.50,9.13,-0.19,-0.19,0.60,0.28,0.00,0.00
1.50,9.52,-0.83,-0.69,0.60,1.04,0.00,0.00
1.50,9.57,-1.37,-0.94,0.60,1.41,0.00,0.00
1.50,10.73,-3.17,-1.26,0.60,1.90,0.00,0.00
1.50,10.92,-3.17,-1.27,0.60,1.90,0.00,0.00
1.50,9.81,-1.06,-0.81,0.60,1.22,0.00,0.00
1.50,8.49,0.37,0.35,0.60,-0.53,0.00,0.00
1.50,7.65,0.69,0.60,0.60,-0.90,0.00,0.00
1.50,7.34,0.59,0.53,0.60,-0.80,0.00,0.00
1.50,7.24,0.54,0.50,0.60,-0.75,0.00,0.00
1.50,7.30,0.55,0.51,0.60,-0.76,0.00,0.00
1.50,7.55,0.62,0.55,0.60,-0.83,0.00,0.00
1.50,8.08,0.59,0.54,0.60,-0.80,0.00,0.00
1.50,11.46,-3.92,-1.32,0.60,1.98,0.00,0.00
1.50,11.92,-5.14,-1.38,0.60,2.07,0.00,0.00
1.50,11.32,-5.11,-1.38,0.60,2.07,0.00,0.00
1.50,11.18,-5.11,-1.38,0.60,2.07,0.00,0.00
1.50,11.64,-5.25,-1.38,0.60,2.07,0.00,0.00
1.50,11.46,-4.66,-1.36,0.60,2.04,0.00,0.00
1.50,10.08,-3.07,-1.26,0.60,1.88,0.00,0.00
1.50,7.35,0.42,0.40,0.60,-0.60,0.00,0.00
1.50,6.99,0.24,0.24,0.60,-0.36,0.00,0.00
1.50,6.85,0.11,0.11,0.60,-0.17,0.00,0.00
1.50,6.81,0.02,0.02,0.60,-0.03,0.00,0.00
1.50,6.81,-0.04,-0.04,0.60,0.06,0.00,0.00
1.50,6.81,-0.06,-0.06,0.60,0.09,0.00,0.00
1.50,6.81,-0.07,-0.07,0.60,0.10,0.00,0.00
1.50,6.81,-0.08,-0.08,0.60,0.12,0.00,0.00
1.50,6.82,-0.09,-0.09,0.60,0.14,0.00,0.00
1.50,6.82,-0.10,-0.10,0.60,0.16,0.00,0.00
1.50,6.82,-0.12,-0.12,0.60,0.18,0.00,0.00
1.50,6.83,-0.14,-0.14,0.60,0.20,0.00,0.00
1.50,6.84,-0.16,-0.16,0.60,0.23,0.00,0.00
1.50,6.86,-0.18,-0.18,0.60,0.27,0.00,0.00
1.50,6.88,-0.21,-0.20,0.60,0.31,0.00,0.00
1.50,6.91,-0.24,-0.23,0.60,0.35,0.00,0.00
1.50,6.95,-0.27,-0.27,0.60,0.40,0.00,0.00
1.50,7.01,-0.32,-0.31,0.60,0.46,0.00,0.00
1.50,7.10,-0.37,-0.35,0.60,0.53,0.00,0.00
1.50,7.22,-0.43,-0.40,0.60,0.60,0.00,0.00
1.50,7.38,-0.50,-0.46,0.60,0.69,0.00,0.00
1.50,7.62,-0.58,-0.53,0.60,0.79,0.00,0.00
1.50,7.94,-0.68,-0.60,0.60,0.90,0.00,0.00
1.50,7.62,-0.27,-0.26,0.60,0.39,0.00,0.00
1.50,6.80,0.42,0.40,0.60,-0.59,0.00,0.00
1.50,6.45,0.65,0.57,0.60,-0.86,0.00,0.00
1.50,6.55,0.57,0.52,0.60,-0.77,0.00,0.00
1.50,7.10,0.15,0.14,0.60,-0.22,0.00,0.00
1.50,7.78,-0.49,-0.46,0.60,0.69,0.00,0.00
1.50,7.91,-0.69,-0.60,0.60,0.90,0.00,0.00
1.50,7.87,-0.63,-0.56,0.60,0.85,0.00,0.00
1.50,7.51,-0.25,-0.24,0.60,0.36,0.00,0.00
1.50,6.79,0.37,0.36,0.60,-0.53,0.00,0.00
1.50,6.52,0.55,0.51,0.60,-0.76,0.00,0.00
1.50,6.66,0.45,0.42,0.60,-0.63,0.00,0.00
1.50,7.23,-0.03,-0.03,0.60,0.04,0.00,0.00
1.50,7.78,-0.60,-0.54,0.60,0.81,0.00,0.00
1.50,7.87,-0.75,-0.64,0.60,0.97,0.00,0.00
1.50,7.79,-0.64,-0.57,0.60,0.86,0.00,0.00
1.50,7.33,-0.14,-0.14,0.60,0.22,0.00,0.00
1.50,6.64,0.44,0.41,0.60,-0.62,0.00,0.00
1.50,6.40,0.59,0.53,0.60,-0.80,0.00,0.00
1.50,6.52,0.50,0.46,0.60,-0.69,0.00,0.00
1.50,7.03,0.08,0.08,0.60,-0.13,0.00,0.00
1.50,7.64,-0.55,-0.50,0.60,0.76,0.00,0.00
1.50,7.81,-0.78,-0.66,0.60,0.99,0.00,0.00
1.50,7.75,-0.71,-0.62,0.60,0.92,0.00,0.00
1.50,7.36,-0.26,-0.26,0.60,0.39,0.00,0.00
1.50,6.67,0.37,0.35,0.60,-0.53,0.00,0.00
1.50,6.41,0.54,0.49,0.60,-0.74,0.00,0.00
1.50,6.48,0.48,0.45,0.60,-0.67,0.00,0.00
1.50,6.89,0.15,0.15,0.60,-0.22,0.00,0.00
1.50,7.50,-0.49,-0.46,0.60,0.68,0.00,0.00
1.50,7.68,-0.73,-0.63,0.60,0.95,0.00,0.00
1.50,7.60,-0.63,-0.56,0.60,0.84,0.00,0.00
1.50,7.13,-0.11,-0.11,0.60,0.17,0.00,0.00
1.50,6.55,0.40,0.38,0.60,-0.57,0.00,0.00
1.50,6.39,0.48,0.45,0.60,-0.67,0.00,0.00
1.50,6.47,0.44,0.41,0.60,-0.62,0.00,0.00
1.50,6.90,0.06,0.06,0.60,-0.09,0.00,0.00
1.50,7.46,-0.56,-0.51,0.60,0.76,0.00,0.00
1.50,7.61,-0.77,-0.65,0.60,0.98,0.00,0.00
1.50,7.48,-0.60,-0.54,0.60,0.81,0.00,0.00
1.50,6.95,-0.01,-0.01,0.60,0.01,0.00,0.00
1.50,6.47,0.40,0.38,0.60,-0.57,0.00,0.00
1.50,6.40,0.39,0.37,0.60,-0.55,0.00,0.00
1.50,6.44,0.39,0.37,0.60,-0.56,0.00,0.00
1.50,6.83,0.06,0.06,0.60,-0.08,0.00,0.00
1.50,7.34,-0.53,-0.49,0.60,0.73,0.00,0.00
1.50,7.48,-0.72,-0.62,0.60,0.93,0.00,0.00
1.50,7.27,-0.46,-0.43,0.60,0.65,0.00,0.00
1.50,6.77,0.09,0.09,0.60,-0.14,0.00,0.00
1.50,6.47,0.33,0.32,0.60,-0.48,0.00,0.00
1.50,6.46,0.32,0.31,0.60,-0.46,0.00,0.00
1.50,6.61,0.22,0.22,0.60,-0.33,0.00,0.00
1.50,7.04,-0.26,-0.26,0.60,0.39,0.00,0.00
1.50,7.34,-0.65,-0.58,0.60,0.86,0.00,0.00
1.50,7.27,-0.57,-0.52,0.60,0.78,0.00,0.00
1.50,6.84,-0.06,-0.06,0.60,0.08,0.00,0.00
1.50,6.48,0.26,0.25,0.60,-0.38,0.00,0.00
1.50,6.45,0.23,0.22,0.60,-0.34,0.00,0.00
1.50,6.49,0.24,0.24,0.60,-0.36,0.00,0.00
